CustomerID,Recency,Frequency,Monetary,RecencyQuartile,FrequencyQuartile,MonetaryQuartile,RFMScore,RFScore,CustomerClass
18151,134,2,121.55,2,2,3,223,22,About To Sleep
14513,100,3,29.27,2,3,1,231,23,Need Attention
14147,285,1,10.45,1,1,1,111,11,Lost
12464,149,4,73.5,2,4,2,242,24,Loyal
14499,133,2,185.9,2,2,3,223,22,About To Sleep
17457,126,3,48.52,2,3,2,232,23,Need Attention
12507,155,2,28.72,2,2,1,221,22,About To Sleep
15289,137,2,58.89,2,2,2,222,22,About To Sleep
13871,22,11,969.89,3,4,4,344,34,Loyal
16566,56,3,23.71,3,3,1,331,33,Potential Loyalist
14276,98,3,142.54,2,3,3,233,23,Need Attention
15227,36,4,192.32,3,4,3,343,34,Loyal
16571,26,2,133.98,3,2,3,323,32,Potential Loyalist
14016,161,3,420.74,2,3,4,234,23,Need Attention
17134,106,2,130.8,2,2,3,223,22,About To Sleep
16105,248,1,15.34,1,1,1,111,11,Lost
12477,22,4,933.68,3,4,4,344,34,Loyal
13893,297,1,130.2,1,1,3,113,11,Lost
15727,16,3,283.17,4,3,4,434,43,Potential Loyalist
17361,291,1,3.75,1,1,1,111,11,Lost
13538,120,3,92.95,2,3,3,233,23,Need Attention
17272,262,1,75.2,1,1,2,112,11,Lost
13132,261,1,14.8,1,1,1,111,11,Lost
14004,78,4,301.87,2,4,4,244,24,Loyal
18102,0,31,876.38,4,4,4,444,44,Champion
16572,275,1,62.02,1,1,2,112,11,Lost
15712,109,2,100.79,2,2,3,223,22,About To Sleep
14586,276,1,13.27,1,1,1,111,11,Lost
16444,194,2,98.89,1,2,3,123,12,Hibernating
13117,21,5,58.99,4,4,2,442,44,Champion
15646,157,2,78.35,2,2,2,222,22,About To Sleep
17035,245,2,92.56,1,2,3,123,12,Hibernating
17512,28,6,86.7,3,4,2,342,34,Loyal
13630,75,3,50.25,2,3,2,232,23,Need Attention
14146,8,2,326.89,4,2,4,424,42,Potential Loyalist
14913,35,2,53.44,3,2,2,322,32,Potential Loyalist
14502,19,3,348.15,4,3,4,434,43,Potential Loyalist
16256,266,1,30.43,1,1,1,111,11,Lost
14071,3,4,236.99,4,4,4,444,44,Champion
16657,9,4,327.64,4,4,4,444,44,Champion
17567,57,4,219.25,3,4,4,344,34,Loyal
16126,101,2,200.1,2,2,4,224,22,About To Sleep
15319,283,1,51.86,1,1,2,112,11,Lost
15493,32,5,1319.29,3,4,4,344,34,Loyal
12929,311,1,56.95,1,1,2,112,11,Lost
17560,94,2,7.87,2,2,1,221,22,About To Sleep
14541,58,4,109.8,3,4,3,343,34,Loyal
14107,51,2,85.96,3,2,2,322,32,Potential Loyalist
14711,232,2,372.59,1,2,4,124,12,Hibernating
14133,129,3,106.26,2,3,3,233,23,Need Attention
15122,297,1,60.57,1,1,2,112,11,Lost
14110,3,9,264.74,4,4,4,444,44,Champion
16755,315,1,46.23,1,1,2,112,11,Lost
15810,78,2,56.08,2,2,2,222,22,About To Sleep
15695,266,2,63.52,1,2,2,122,12,Hibernating
16152,268,1,173.31,1,1,3,113,11,Lost
13185,267,1,5.95,1,1,1,111,11,Lost
12818,261,1,54.57,1,1,2,112,11,Lost
15843,303,1,57.15,1,1,2,112,11,Lost
14035,28,3,93.29,3,3,3,333,33,Potential Loyalist
15062,217,2,82.36,1,2,2,122,12,Hibernating
12662,0,3,173.95,4,3,3,433,43,Potential Loyalist
18149,50,3,44.04,3,3,2,332,33,Potential Loyalist
16402,264,1,10.35,1,1,1,111,11,Lost
15855,136,3,97.73,2,3,3,233,23,Need Attention
16030,309,1,67.1,1,1,2,112,11,Lost
14112,22,5,290.8,3,4,4,344,34,Loyal
17864,12,2,75.46,4,2,2,422,42,Potential Loyalist
14962,270,1,32.7,1,1,1,111,11,Lost
13946,201,2,17.63,1,2,1,121,12,Hibernating
14632,262,1,20.32,1,1,1,111,11,Lost
14536,259,1,91.8,1,1,3,113,11,Lost
14755,9,5,411.92,4,4,4,444,44,Champion
17701,252,1,138.1,1,1,3,113,11,Lost
15483,266,1,72.24,1,1,2,112,11,Lost
14162,173,2,97.23,2,2,3,223,22,About To Sleep
14193,67,2,114.41,2,2,3,223,22,About To Sleep
12902,264,1,56.19,1,1,2,112,11,Lost
16509,296,1,99.1,1,1,3,113,11,Lost
14292,7,8,250.07,4,4,4,444,44,Champion
17049,2,6,688.29,4,4,4,444,44,Champion
13875,53,3,106.76,3,3,3,333,33,Potential Loyalist
15129,106,6,130.49,2,4,3,243,24,Loyal
16455,63,4,144.16,3,4,3,343,34,Loyal
16716,266,1,6.95,1,1,1,111,11,Lost
15019,266,1,155.98,1,1,3,113,11,Lost
17373,312,1,37.45,1,1,1,111,11,Lost
15058,124,2,94.55,2,2,3,223,22,About To Sleep
15671,18,5,87.69,4,4,2,442,44,Champion
14441,0,3,133.43,4,3,3,433,43,Potential Loyalist
14850,311,1,31.3,1,1,1,111,11,Lost
12520,204,3,286.35,1,3,4,134,13,At Risk
14245,219,2,337.93,1,2,4,124,12,Hibernating
13803,255,1,49.69,1,1,2,112,11,Lost
16293,21,6,376.88,4,4,4,444,44,Champion
15449,261,1,50.97,1,1,2,112,11,Lost
17625,51,2,370.02,3,2,4,324,32,Potential Loyalist
17667,161,2,284.27,2,2,4,224,22,About To Sleep
13862,72,2,60.4,2,2,2,222,22,About To Sleep
15971,17,8,52.6,4,4,2,442,44,Champion
16356,197,3,68.24,1,3,2,132,13,At Risk
13330,92,3,107.08,2,3,3,233,23,Need Attention
12528,63,5,355.94,3,4,4,344,34,Loyal
13425,294,1,73.71,1,1,2,112,11,Lost
16917,276,1,34.86,1,1,1,111,11,Lost
13975,215,2,265.64,1,2,4,124,12,Hibernating
15049,273,1,5.49,1,1,1,111,11,Lost
17863,80,3,100.66,2,3,3,233,23,Need Attention
14898,302,1,69.9,1,1,2,112,11,Lost
18173,86,2,53.13,2,2,2,222,22,About To Sleep
15996,165,2,150.37,2,2,3,223,22,About To Sleep
15057,315,1,68.64,1,1,2,112,11,Lost
16394,56,2,41.16,3,2,2,322,32,Potential Loyalist
18218,211,2,37.52,1,2,1,121,12,Hibernating
16497,49,2,243.19,3,2,4,324,32,Potential Loyalist
16609,87,4,569.51,2,4,4,244,24,Loyal
16245,23,3,263.2,3,3,4,334,33,Potential Loyalist
16456,103,3,179.83,2,3,3,233,23,Need Attention
12458,284,1,33.86,1,1,1,111,11,Lost
13899,274,1,46.25,1,1,2,112,11,Lost
12845,268,2,8.15,1,2,1,121,12,Hibernating
17648,60,4,503.82,3,4,4,344,34,Loyal
14732,30,5,300.75,3,4,4,344,34,Loyal
15764,184,3,317.83,1,3,4,134,13,At Risk
14404,33,4,160.63,3,4,3,343,34,Loyal
14886,252,1,56.3,1,1,2,112,11,Lost
17682,143,3,162.27,2,3,3,233,23,Need Attention
16333,7,16,28.48,4,4,1,441,44,Champion
15669,103,2,61.6,2,2,2,222,22,About To Sleep
13894,23,3,72.11,3,3,2,332,33,Potential Loyalist
14475,71,2,90.06,2,2,3,223,22,About To Sleep
16466,33,6,388.18,3,4,4,344,34,Loyal
13908,79,4,349.84,2,4,4,244,24,Loyal
13720,116,2,69.3,2,2,2,222,22,About To Sleep
14466,73,4,123.55,2,4,3,243,24,Loyal
14447,18,4,121.72,4,4,3,443,44,Champion
13334,190,2,656.4,1,2,4,124,12,Hibernating
16235,40,3,186.24,3,3,3,333,33,Potential Loyalist
16843,42,7,235.86,3,4,4,344,34,Loyal
13035,73,2,49.19,2,2,2,222,22,About To Sleep
15641,260,1,72.23,1,1,2,112,11,Lost
17874,185,2,41.25,1,2,2,122,12,Hibernating
14239,94,6,155.07,2,4,3,243,24,Loyal
13804,30,5,311.23,3,4,4,344,34,Loyal
15092,283,1,88.58,1,1,2,112,11,Lost
18280,277,1,47.65,1,1,2,112,11,Lost
14457,310,1,5.02,1,1,1,111,11,Lost
15106,17,3,171.78,4,3,3,433,43,Potential Loyalist
16745,86,11,542.58,2,4,4,244,24,Loyal
12576,35,4,192.28,3,4,3,343,34,Loyal
14754,44,2,91.76,3,2,3,323,32,Potential Loyalist
13557,280,1,24.01,1,1,1,111,11,Lost
15793,14,3,37.17,4,3,1,431,43,Potential Loyalist
17931,255,1,163.5,1,1,3,113,11,Lost
17362,309,1,34.0,1,1,1,111,11,Lost
16598,285,1,25.6,1,1,1,111,11,Lost
13722,131,3,245.17,2,3,4,234,23,Need Attention
14818,73,2,137.78,2,2,3,223,22,About To Sleep
13802,138,3,159.79,2,3,3,233,23,Need Attention
14044,26,2,220.4,3,2,4,324,32,Potential Loyalist
13038,183,2,49.98,1,2,2,122,12,Hibernating
15067,282,1,140.7,1,1,3,113,11,Lost
13781,250,1,77.47,1,1,2,112,11,Lost
17356,311,1,21.31,1,1,1,111,11,Lost
17034,79,2,43.44,2,2,2,222,22,About To Sleep
15053,4,2,80.56,4,2,2,422,42,Potential Loyalist
16625,274,1,62.96,1,1,2,112,11,Lost
17080,22,2,30.11,3,2,1,321,32,Potential Loyalist
14467,17,3,171.93,4,3,3,433,43,Potential Loyalist
16570,162,3,67.94,2,3,2,232,23,Need Attention
13848,92,2,1.99,2,2,1,221,22,About To Sleep
17048,117,2,100.68,2,2,3,223,22,About To Sleep
17147,22,4,258.47,3,4,4,344,34,Loyal
16738,297,1,1.25,1,1,1,111,11,Lost
17867,143,3,27.54,2,3,1,231,23,Need Attention
15596,100,3,140.87,2,3,3,233,23,Need Attention
14713,267,2,97.92,1,2,3,123,12,Hibernating
16475,143,2,49.35,2,2,2,222,22,About To Sleep
16871,210,4,400.32,1,4,4,144,14,Cannot Lose Them
14411,310,1,114.45,1,1,3,113,11,Lost
13362,52,3,495.49,3,3,4,334,33,Potential Loyalist
17580,252,1,7.95,1,1,1,111,11,Lost
12410,308,2,124.72,1,2,3,123,12,Hibernating
14762,263,1,28.02,1,1,1,111,11,Lost
12679,58,4,120.2,3,4,3,343,34,Loyal
17374,218,2,198.79,1,2,4,124,12,Hibernating
12604,261,1,15.3,1,1,1,111,11,Lost
14546,40,3,528.39,3,3,4,334,33,Potential Loyalist
16078,283,1,4.95,1,1,1,111,11,Lost
17306,10,10,56.46,4,4,2,442,44,Champion
13381,31,3,276.26,3,3,4,334,33,Potential Loyalist
13753,287,1,62.8,1,1,2,112,11,Lost
13623,30,2,88.12,3,2,2,322,32,Potential Loyalist
18198,71,9,225.68,2,4,4,244,24,Loyal
16115,9,5,374.19,4,4,4,444,44,Champion
16057,284,1,179.34,1,1,3,113,11,Lost
18093,297,2,38.91,1,2,2,122,12,Hibernating
15579,68,2,206.38,2,2,4,224,22,About To Sleep
13939,108,2,30.01,2,2,1,221,22,About To Sleep
17571,145,2,41.16,2,2,2,222,22,About To Sleep
12455,127,3,131.2,2,3,3,233,23,Need Attention
15220,51,4,208.96,3,4,4,344,34,Loyal
12383,184,2,99.89,1,2,3,123,12,Hibernating
12676,24,4,43.36,3,4,2,342,34,Loyal
16833,259,2,41.91,1,2,2,122,12,Hibernating
15674,248,2,117.68,1,2,3,123,12,Hibernating
13800,309,1,84.28,1,1,2,112,11,Lost
17705,74,5,181.44,2,4,3,243,24,Loyal
14620,205,2,88.98,1,2,2,122,12,Hibernating
14214,30,3,132.54,3,3,3,333,33,Potential Loyalist
13014,10,4,225.63,4,4,4,444,44,Champion
17388,77,3,69.41,2,3,2,232,23,Need Attention
15951,8,2,151.73,4,2,3,423,42,Potential Loyalist
13477,37,4,129.1,3,4,3,343,34,Loyal
13263,8,7,962.48,4,4,4,444,44,Champion
13452,270,1,295.0,1,1,4,114,11,Lost
17542,269,1,64.6,1,1,2,112,11,Lost
12435,79,2,197.25,2,2,3,223,22,About To Sleep
13649,256,1,20.6,1,1,1,111,11,Lost
16960,38,3,203.11,3,3,4,334,33,Potential Loyalist
17669,42,3,29.14,3,3,1,331,33,Potential Loyalist
12891,185,3,1.1,1,3,1,131,13,At Risk
13731,246,1,65.81,1,1,2,112,11,Lost
16979,3,4,177.5,4,4,3,443,44,Champion
12352,296,1,68.35,1,1,2,112,11,Lost
18183,274,1,95.0,1,1,3,113,11,Lost
14128,60,2,87.17,3,2,2,322,32,Potential Loyalist
17226,308,1,54.08,1,1,2,112,11,Lost
12653,148,2,111.41,2,2,3,223,22,About To Sleep
12727,10,4,192.28,4,4,3,443,44,Champion
16128,17,3,131.39,4,3,3,433,43,Potential Loyalist
17856,1,3,32.99,4,3,1,431,43,Potential Loyalist
15687,8,5,333.48,4,4,4,444,44,Champion
12897,204,2,10.8,1,2,1,121,12,Hibernating
12428,25,6,787.96,3,4,4,344,34,Loyal
14840,267,1,12.2,1,1,1,111,11,Lost
14211,57,5,198.74,3,4,3,343,34,Loyal
14013,145,2,29.31,2,2,1,221,22,About To Sleep
17646,281,1,96.65,1,1,3,113,11,Lost
15502,15,6,540.01,4,4,4,444,44,Champion
13892,26,3,6.55,3,3,1,331,33,Potential Loyalist
16086,288,1,24.02,1,1,1,111,11,Lost
12598,9,6,256.68,4,4,4,444,44,Champion
14066,266,1,30.55,1,1,1,111,11,Lost
12909,39,4,332.6,3,4,4,344,34,Loyal
12574,315,1,39.2,1,1,2,112,11,Lost
13475,217,3,232.47,1,3,4,134,13,At Risk
16841,36,4,108.36,3,4,3,343,34,Loyal
16672,35,10,265.68,3,4,4,344,34,Loyal
15144,24,8,210.66,3,4,4,344,34,Loyal
15045,151,2,83.03,2,2,2,222,22,About To Sleep
12744,144,2,358.39,2,2,4,224,22,About To Sleep
13494,311,1,65.97,1,1,2,112,11,Lost
12547,197,2,7.6,1,2,1,121,12,Hibernating
18270,266,1,21.15,1,1,1,111,11,Lost
17392,306,1,30.09,1,1,1,111,11,Lost
17829,298,1,77.57,1,1,2,112,11,Lost
14064,211,2,35.1,1,2,1,121,12,Hibernating
14875,107,2,207.69,2,2,4,224,22,About To Sleep
18245,211,3,140.38,1,3,3,133,13,At Risk
17334,308,1,14.46,1,1,1,111,11,Lost
13684,285,1,52.34,1,1,2,112,11,Lost
12781,63,2,38.27,3,2,2,322,32,Potential Loyalist
15416,64,3,464.87,3,3,4,334,33,Potential Loyalist
16957,281,1,7.27,1,1,1,111,11,Lost
14165,275,1,80.94,1,1,2,112,11,Lost
12901,8,14,101.52,4,4,3,443,44,Champion
14587,18,3,272.44,4,3,4,434,43,Potential Loyalist
17858,5,3,446.19,4,3,4,434,43,Potential Loyalist
13453,165,2,77.29,2,2,2,222,22,About To Sleep
16709,84,5,429.7,2,4,4,244,24,Loyal
16040,268,1,72.67,1,1,2,112,11,Lost
16384,89,2,115.6,2,2,3,223,22,About To Sleep
14535,248,1,283.31,1,1,4,114,11,Lost
17994,121,3,184.95,2,3,3,233,23,Need Attention
15521,94,6,528.24,2,4,4,244,24,Loyal
14794,2,5,174.92,4,4,3,443,44,Champion
18263,25,3,58.53,3,3,2,332,33,Potential Loyalist
12908,312,1,0.53,1,1,1,111,11,Lost
15605,89,2,99.8,2,2,3,223,22,About To Sleep
18230,252,1,30.71,1,1,1,111,11,Lost
13675,151,2,47.57,2,2,2,222,22,About To Sleep
13784,9,7,49.43,4,4,2,442,44,Champion
12476,15,7,746.58,4,4,4,444,44,Champion
15299,263,1,1.25,1,1,1,111,11,Lost
14944,29,9,382.58,3,4,4,344,34,Loyal
12565,288,1,21.16,1,1,1,111,11,Lost
13515,72,2,87.81,2,2,2,222,22,About To Sleep
13137,10,8,1348.33,4,4,4,444,44,Champion
17937,8,4,66.67,4,4,2,442,44,Champion
15228,129,2,282.95,2,2,4,224,22,About To Sleep
13397,72,3,76.61,2,3,2,232,23,Need Attention
15530,21,3,242.22,4,3,4,434,43,Potential Loyalist
18239,218,2,85.85,1,2,2,122,12,Hibernating
17711,10,2,56.42,4,2,2,422,42,Potential Loyalist
18189,77,2,223.39,2,2,4,224,22,About To Sleep
14312,46,3,131.28,3,3,3,333,33,Potential Loyalist
17929,112,3,29.35,2,3,1,231,23,Need Attention
17282,173,2,219.59,2,2,4,224,22,About To Sleep
13742,16,4,564.15,4,4,4,444,44,Champion
17612,112,3,198.17,2,3,3,233,23,Need Attention
13904,294,1,19.23,1,1,1,111,11,Lost
17733,38,2,103.57,3,2,3,323,32,Potential Loyalist
14129,1,5,142.19,4,4,3,443,44,Champion
17440,156,3,3.39,2,3,1,231,23,Need Attention
14410,206,4,209.72,1,4,4,144,14,Cannot Lose Them
12759,171,2,171.78,2,2,3,223,22,About To Sleep
13462,252,1,30.5,1,1,1,111,11,Lost
17075,17,2,190.99,4,2,3,423,42,Potential Loyalist
17204,263,1,118.74,1,1,3,113,11,Lost
16142,249,1,106.44,1,1,3,113,11,Lost
14532,285,2,206.9,1,2,4,124,12,Hibernating
14101,73,5,56.01,2,4,2,242,24,Loyal
16378,296,2,36.6,1,2,1,121,12,Hibernating
17302,14,4,157.28,4,4,3,443,44,Champion
14880,288,1,27.25,1,1,1,111,11,Lost
16915,168,2,30.95,2,2,1,221,22,About To Sleep
13499,17,3,34.62,4,3,1,431,43,Potential Loyalist
13695,63,6,47.99,3,4,2,342,34,Loyal
16592,30,8,241.07,3,4,4,344,34,Loyal
16159,281,1,26.2,1,1,1,111,11,Lost
16221,36,2,182.43,3,2,3,323,32,Potential Loyalist
13869,262,1,223.82,1,1,4,114,11,Lost
17659,169,4,110.55,2,4,3,243,24,Loyal
16807,142,3,157.2,2,3,3,233,23,Need Attention
15181,269,1,12.5,1,1,1,111,11,Lost
13650,16,5,243.58,4,4,4,444,44,Champion
13718,295,1,35.1,1,1,1,111,11,Lost
14570,280,2,96.94,1,2,3,123,12,Hibernating
14600,305,1,134.07,1,1,3,113,11,Lost
13911,149,3,190.06,2,3,3,233,23,Need Attention
15442,248,1,9.9,1,1,1,111,11,Lost
14912,16,2,54.61,4,2,2,422,42,Potential Loyalist
15046,66,6,192.11,3,4,3,343,34,Loyal
14161,215,2,269.18,1,2,4,124,12,Hibernating
16005,182,2,249.84,1,2,4,124,12,Hibernating
18225,22,3,200.2,3,3,4,334,33,Potential Loyalist
17725,40,6,246.89,3,4,4,344,34,Loyal
15547,7,4,552.0,4,4,4,444,44,Champion
17865,30,13,797.82,3,4,4,344,34,Loyal
14665,60,5,389.55,3,4,4,344,34,Loyal
13706,302,1,55.48,1,1,2,112,11,Lost
15281,58,7,290.02,3,4,4,344,34,Loyal
13072,266,1,23.45,1,1,1,111,11,Lost
15651,36,3,69.07,3,3,2,332,33,Potential Loyalist
17765,158,3,221.01,2,3,4,234,23,Need Attention
13728,36,6,343.46,3,4,4,344,34,Loyal
14297,17,3,140.25,4,3,3,433,43,Potential Loyalist
14194,4,12,1102.5,4,4,4,444,44,Champion
17517,308,1,27.92,1,1,1,111,11,Lost
13725,49,4,338.46,3,4,4,344,34,Loyal
15970,303,1,28.6,1,1,1,111,11,Lost
14465,246,3,367.67,1,3,4,134,13,At Risk
18231,235,4,252.9,1,4,4,144,14,Cannot Lose Them
14506,283,1,152.87,1,1,3,113,11,Lost
17508,280,1,35.69,1,1,1,111,11,Lost
13344,67,3,596.01,2,3,4,234,23,Need Attention
15182,268,1,46.54,1,1,2,112,11,Lost
13481,45,2,155.81,3,2,3,323,32,Potential Loyalist
15856,203,2,116.39,1,2,3,123,12,Hibernating
15917,247,1,61.8,1,1,2,112,11,Lost
17045,247,1,39.95,1,1,2,112,11,Lost
12580,246,1,44.58,1,1,2,112,11,Lost
17979,35,4,340.51,3,4,4,344,34,Loyal
15197,10,2,58.28,4,2,2,422,42,Potential Loyalist
17940,128,4,2.87,2,4,1,241,24,Loyal
18172,14,9,306.0,4,4,4,444,44,Champion
17516,285,2,146.3,1,2,3,123,12,Hibernating
16494,296,1,74.96,1,1,2,112,11,Lost
16620,3,2,26.26,4,2,1,421,42,Potential Loyalist
13266,75,8,191.03,2,4,3,243,24,Loyal
15083,256,1,33.35,1,1,1,111,11,Lost
16928,126,3,68.5,2,3,2,232,23,Need Attention
15811,105,3,289.12,2,3,4,234,23,Need Attention
12707,291,1,106.81,1,1,3,113,11,Lost
15033,4,3,223.5,4,3,4,434,43,Potential Loyalist
14805,19,2,146.5,4,2,3,423,42,Potential Loyalist
12857,210,2,190.55,1,2,3,123,12,Hibernating
14631,50,2,71.57,3,2,2,322,32,Potential Loyalist
13880,87,7,215.1,2,4,4,244,24,Loyal
18155,170,2,41.99,2,2,2,222,22,About To Sleep
12933,283,1,20.0,1,1,1,111,11,Lost
17716,22,7,278.37,3,4,4,344,34,Loyal
16224,249,1,72.86,1,1,2,112,11,Lost
12839,2,6,277.69,4,4,4,444,44,Champion
12599,126,2,12.4,2,2,1,221,22,About To Sleep
14934,81,2,311.54,2,2,4,224,22,About To Sleep
14012,277,1,31.15,1,1,1,111,11,Lost
13082,176,5,168.85,2,4,3,243,24,Loyal
17678,263,1,35.77,1,1,1,111,11,Lost
16349,290,1,53.5,1,1,2,112,11,Lost
16586,248,1,37.45,1,1,1,111,11,Lost
13772,33,3,436.11,3,3,4,334,33,Potential Loyalist
13282,220,1,67.55,1,1,2,112,11,Lost
16639,206,2,79.45,1,2,2,122,12,Hibernating
13985,14,8,501.26,4,4,4,444,44,Champion
14525,19,3,655.57,4,3,4,434,43,Potential Loyalist
14340,218,1,17.6,1,1,1,111,11,Lost
15433,213,1,18.19,1,1,1,111,11,Lost
17715,200,1,0.85,1,1,1,111,11,Lost
14963,9,5,450.51,4,4,4,444,44,Champion
13655,241,1,111.45,1,1,3,113,11,Lost
16185,16,2,102.37,4,2,3,423,42,Potential Loyalist
16131,51,5,219.87,3,4,4,344,34,Loyal
12437,1,6,216.12,4,4,4,444,44,Champion
14958,245,1,115.67,1,1,3,113,11,Lost
14672,234,1,68.73,1,1,2,112,11,Lost
15874,63,4,239.29,3,4,4,344,34,Loyal
17160,158,2,113.86,2,2,3,223,22,About To Sleep
17704,168,2,121.48,2,2,3,223,22,About To Sleep
17423,217,1,25.12,1,1,1,111,11,Lost
16139,18,2,55.74,4,2,2,422,42,Potential Loyalist
13592,35,2,21.75,3,2,1,321,32,Potential Loyalist
14984,180,1,91.79,1,1,3,113,11,Lost
14776,171,4,36.91,2,4,1,241,24,Loyal
13952,217,2,545.71,1,2,4,124,12,Hibernating
13120,238,1,2.55,1,1,1,111,11,Lost
13232,12,3,351.81,4,3,4,434,43,Potential Loyalist
12380,21,3,213.43,4,3,4,434,43,Potential Loyalist
17652,25,3,272.17,3,3,4,334,33,Potential Loyalist
16121,57,2,416.62,3,2,4,324,32,Potential Loyalist
16966,15,3,11.17,4,3,1,431,43,Potential Loyalist
13404,212,1,26.13,1,1,1,111,11,Lost
16690,201,1,12.65,1,1,1,111,11,Lost
16698,226,1,2.55,1,1,1,111,11,Lost
16748,17,2,54.63,4,2,2,422,42,Potential Loyalist
16643,245,1,98.17,1,1,3,113,11,Lost
12407,49,3,145.16,3,3,3,333,33,Potential Loyalist
16756,214,1,47.56,1,1,2,112,11,Lost
14681,211,1,42.95,1,1,2,112,11,Lost
16943,211,1,38.6,1,1,2,112,11,Lost
12935,26,3,119.57,3,3,3,333,33,Potential Loyalist
14731,205,1,12.05,1,1,1,111,11,Lost
17436,1,2,21.85,4,2,1,421,42,Potential Loyalist
18281,180,1,39.36,1,1,2,112,11,Lost
12993,120,2,37.13,2,2,1,221,22,About To Sleep
15852,186,1,5.75,1,1,1,111,11,Lost
14241,183,1,19.55,1,1,1,111,11,Lost
14428,239,1,21.61,1,1,1,111,11,Lost
13141,84,2,174.01,2,2,3,223,22,About To Sleep
13242,112,3,27.04,2,3,1,231,23,Need Attention
14745,112,2,67.24,2,2,2,222,22,About To Sleep
14924,245,1,156.65,1,1,3,113,11,Lost
13138,46,2,63.79,3,2,2,322,32,Potential Loyalist
17058,81,2,170.16,2,2,3,223,22,About To Sleep
16965,226,1,60.54,1,1,2,112,11,Lost
13229,225,1,40.6,1,1,2,112,11,Lost
14619,245,1,94.12,1,1,3,113,11,Lost
17556,205,1,28.67,1,1,1,111,11,Lost
16170,50,5,224.44,3,4,4,344,34,Loyal
13548,243,1,167.7,1,1,3,113,11,Lost
15172,8,4,165.65,4,4,3,443,44,Champion
12840,143,3,181.67,2,3,3,233,23,Need Attention
16325,46,2,27.88,3,2,1,321,32,Potential Loyalist
14891,187,1,44.98,1,1,2,112,11,Lost
12409,78,2,384.67,2,2,4,224,22,About To Sleep
16942,12,7,605.17,4,4,4,444,44,Champion
12684,7,5,127.83,4,4,3,443,44,Champion
16837,59,10,587.84,3,4,4,344,34,Loyal
15381,213,1,34.95,1,1,1,111,11,Lost
18150,201,1,34.72,1,1,1,111,11,Lost
16892,183,1,49.93,1,1,2,112,11,Lost
17268,107,2,2.82,2,2,1,221,22,About To Sleep
15214,1,6,194.48,4,4,3,443,44,Champion
14739,19,3,66.94,4,3,2,432,43,Potential Loyalist
14691,30,3,198.42,3,3,3,333,33,Potential Loyalist
13208,206,2,162.57,1,2,3,123,12,Hibernating
16193,236,1,44.6,1,1,2,112,11,Lost
12535,91,2,151.35,2,2,3,223,22,About To Sleep
13995,56,4,149.95,3,4,3,343,34,Loyal
17164,32,6,276.48,3,4,4,344,34,Loyal
14291,1,10,426.89,4,4,4,444,44,Champion
17422,142,2,69.07,2,2,2,222,22,About To Sleep
17176,201,1,41.59,1,1,2,112,11,Lost
13546,200,1,63.29,1,1,2,112,11,Lost
17265,138,2,295.68,2,2,4,224,22,About To Sleep
12656,72,4,346.56,2,4,4,244,24,Loyal
17064,58,2,154.13,3,2,3,323,32,Potential Loyalist
16186,22,5,233.96,3,4,4,344,34,Loyal
14235,157,3,85.52,2,3,2,232,23,Need Attention
13657,10,2,32.89,4,2,1,421,42,Potential Loyalist
15134,14,5,116.09,4,4,3,443,44,Champion
14583,5,5,658.83,4,4,4,444,44,Champion
14705,198,1,1.79,1,1,1,111,11,Lost
15679,182,1,17.24,1,1,1,111,11,Lost
14149,220,1,83.16,1,1,2,112,11,Lost
12976,211,1,33.76,1,1,1,111,11,Lost
14280,196,1,37.87,1,1,2,112,11,Lost
14700,189,1,75.1,1,1,2,112,11,Lost
15826,210,1,73.02,1,1,2,112,11,Lost
12516,77,2,34.87,2,2,1,221,22,About To Sleep
14286,23,3,432.09,3,3,4,334,33,Potential Loyalist
14271,225,1,24.91,1,1,1,111,11,Lost
14304,222,1,83.05,1,1,2,112,11,Lost
16730,234,1,45.04,1,1,2,112,11,Lost
12506,232,1,73.5,1,1,2,112,11,Lost
15489,22,3,148.9,3,3,3,333,33,Potential Loyalist
16767,30,7,202.86,3,4,4,344,34,Loyal
17505,161,2,153.57,2,2,3,223,22,About To Sleep
16055,220,1,71.9,1,1,2,112,11,Lost
17443,219,1,1.06,1,1,1,111,11,Lost
15768,115,3,213.28,2,3,4,234,23,Need Attention
17414,43,2,2.55,3,2,1,321,32,Potential Loyalist
15800,246,1,65.85,1,1,2,112,11,Lost
14246,110,3,223.01,2,3,4,234,23,Need Attention
12613,197,2,68.48,1,2,2,122,12,Hibernating
15918,190,1,44.14,1,1,2,112,11,Lost
18232,81,3,115.97,2,3,3,233,23,Need Attention
15643,191,2,75.1,1,2,2,122,12,Hibernating
16556,66,4,544.09,3,4,4,344,34,Loyal
14215,11,3,82.12,4,3,2,432,43,Potential Loyalist
14622,184,1,67.46,1,1,2,112,11,Lost
16617,235,1,19.55,1,1,1,111,11,Lost
14201,80,2,49.36,2,2,2,222,22,About To Sleep
17522,1,3,23.27,4,3,1,431,43,Potential Loyalist
18125,29,2,130.87,3,2,3,323,32,Potential Loyalist
17460,225,1,25.57,1,1,1,111,11,Lost
13213,56,2,99.19,3,2,3,323,32,Potential Loyalist
13283,59,2,9.15,3,2,1,321,32,Potential Loyalist
16770,57,2,156.32,3,2,3,323,32,Potential Loyalist
12457,81,2,7.74,2,2,1,221,22,About To Sleep
